SchoolName,Borough,ZipCode,LastInspection,ViolationDescription
"P.S. 138 BROOKLYN, SUCCESS ACADEMY CHARTER SCHOOL-PROSPECT HEIGHTS",Brooklyn,11216,10/28/2022,Evidence of mice or live mice in establishment's food or non-food areas.
"P.S. 138 BROOKLYN, SUCCESS ACADEMY CHARTER SCHOOL-PROSPECT HEIGHTS",Brooklyn,11216,10/28/2022,Evidence of mice or live mice in establishment's food or non-food areas.
"P.S. 138 BROOKLYN, SUCCESS ACADEMY CHARTER SCHOOL-PROSPECT HEIGHTS",Brooklyn,11216,10/28/2022,Evidence of mice or live mice in establishment's food or non-food areas.
"P.S. 142 AMALIA CASTRO, MANHATTAN CHARTER SCHOOL",Manhattan,10002,02/07/2023,Evidence of mice or live mice in establishment's food or non-food areas.
"P.S. 146 ANN M. SHORT, P169M @ PS 146 ANN M. SHORT",Manhattan,10029,02/10/2023,Evidence of mice or live mice in establishment's food or non-food areas.
P.S. 148 QUEENS,Queens,11369,12/16/2022,Evidence of mice or live mice in establishment's food or non-food areas.
P.S. 153 MASPETH ELEM,Queens,11378,03/17/2023,Evidence of mice or live mice in establishment's food or non-food areas.
P.S. 153 MASPETH ELEM,Queens,11378,03/17/2023,Evidence of mice or live mice in establishment's food or non-food areas.
"P.S. 156 WAVERLY, I.S. 392",Brooklyn,11212,03/03/2023,Evidence of mice or live mice in establishment's food or non-food areas.
P.S. 160 WALTER FRANCIS BISHOP,Queens,11435,12/19/2022,Evidence of mice or live mice in establishment's food or non-food areas.
P.S. 160 WALTER FRANCIS BISHOP,Queens,11435,12/19/2022,Evidence of mice or live mice in establishment's food or non-food areas.
"P.S. 161 ARTHUR ASHE SCHOOL, P.S. Q004 @ P161Q",Queens,11419,11/04/2022,Evidence of mice or live mice in establishment's food or non-food areas.
P.S. 169 SUNSET PARK,Brooklyn,11232,03/01/2023,Evidence of mice or live mice present in facility's food and/or non-food areas.
P.S. 169 SUNSET PARK,Brooklyn,11232,03/01/2023,Evidence of mice or live mice in establishment's food or non-food areas.
"P.S. 173, HARBOR HEIGHTS",Manhattan,10033,09/15/2022,Evidence of mice or live mice in establishment's food or non-food areas.
P.S. 176 CAMBRIA HEIGHTS,Queens,11411,01/17/2023,Evidence of mice or live mice in establishment's food or non-food areas.
P.S. 177 THE MARLBORO,Brooklyn,11204,03/03/2023,Evidence of mice or live mice in establishment's food or non-food areas.
P.S. 181 BROOKFIELD,Queens,11413,01/05/2023,Evidence of mice or live mice in establishment's food or non-food areas.
P.S. 183 DR. RICHARD R. GREEN,Queens,11693,03/06/2023,Evidence of mice or live mice in establishment's food or non-food areas.
P.S. 183 ROBERT L. STEVENSON,Manhattan,10065,02/09/2023,Evidence of mice or live mice in establishment's food or non-food areas.
P.S. 184M SHUANG WEN,Manhattan,10002,10/03/2022,Evidence of mice or live mice in establishment's food or non-food areas.
P.S. 188 MANHATTAN,Manhattan,10002,12/05/2022,Evidence of mice or live mice present in facility's food and/or non-food areas.
P.S. 189 LINCOLN TERRACE,Brooklyn,11212,03/13/2023,Evidence of mice or live mice in establishment's food or non-food areas.
P.S. 189 LINCOLN TERRACE,Brooklyn,11212,03/13/2023,Evidence of mice or live mice in establishment's food or non-food areas.
"P.S. 192 JACOB H. SCHIFF, HAMILTON GRANGE MIDDLE SCHOOL",Manhattan,10031,01/31/2023,Evidence of mice or live mice in establishment's food or non-food areas.
"P.S. 196 TEN EYCK, M.S. 582",Brooklyn,11206,11/07/2022,Evidence of mice or live mice in establishment's food or non-food areas.
"P.S. 196 TEN EYCK, M.S. 582",Brooklyn,11206,11/07/2022,Evidence of mice or live mice in establishment's food or non-food areas.
P.S. 197 - THE KINGS HIGHWAY ACADEMY,Brooklyn,11210,01/11/2023,Evidence of mice or live mice present in facility's food and/or non-food areas.
P.S. 198 BROOKLYN,Brooklyn,11210,10/31/2022,Evidence of mice or live mice present in facility's food and/or non-food areas.
"P.S. 198 ISADOR E. IDA STRAUS, P.S. 77 LOWER LAB SCHOOL",Manhattan,10128,02/07/2023,Evidence of mice or live mice in establishment's food or non-food areas.
"P.S. 203 THE SCHOOL FOR FUTURE LEADERS, P.S. K771",Brooklyn,11234,09/21/2022,Evidence of mice or live mice in establishment's food or non-food areas.
"P.S. 205 ALEXANDER GRAHAM BELL, P.S. Q224",Queens,11364,02/08/2023,Evidence of mice or live mice in establishment's food or non-food areas.
"P.S. 205 ALEXANDER GRAHAM BELL, P.S. Q224",Queens,11364,02/08/2023,Evidence of mice or live mice present in facility's food and/or non-food areas.
P.S. 207 ELIZABETH G. LEARY,Brooklyn,11234,01/13/2023,Evidence of mice or live mice in establishment's food or non-food areas.
P.S. 207 ELIZABETH G. LEARY,Brooklyn,11234,09/21/2022,Evidence of mice or live mice in establishment's food or non-food areas.
"P.S. 213 NEW LOTS, P036K AT K213",Brooklyn,11207,11/17/2022,Evidence of mice or live mice in establishment's food or non-food areas.
P.S. 214 CADWALLADER COLDEN,Queens,11354,01/27/2023,Evidence of mice or live mice in establishment's food or non-food areas.
P.S. 214 MICHAEL FRIEDSAM,Brooklyn,11208,03/07/2023,Evidence of mice or live mice present in facility's food and/or non-food areas.
"P.S. 214, EMOLIOR ACADEMY",Bronx,10460,03/07/2023,Evidence of mice or live mice in establishment's food or non-food areas.
P.S. 216 ARTURO TOSCANINI,Brooklyn,11223,12/22/2022,Evidence of mice or live mice in establishment's food or non-food areas.
P.S. 217 COLONEL DAVID MARCUS SCHOOL,Brooklyn,11230,01/20/2023,Evidence of mice or live mice present in facility's food and/or non-food areas.
P.S. 217 COLONEL DAVID MARCUS SCHOOL,Brooklyn,11230,01/20/2023,Evidence of mice or live mice present in facility's food and/or non-food areas.
"P.S. 219 KENNEDY-KING, LAMAD ACADEMY CHARTER SCHOOL",Brooklyn,11212,03/10/2023,Evidence of mice or live mice in establishment's food or non-food areas.
P.S. 229 DYKER,Brooklyn,11228,12/19/2022,Evidence of mice or live mice in establishment's food or non-food areas.
"P.S. 236 MILL BASIN, P.S. K771",Brooklyn,11234,01/17/2023,Evidence of mice or live mice in establishment's food or non-food areas.
"P.S. 236 MILL BASIN, P.S. K771",Brooklyn,11234,01/17/2023,Evidence of mice or live mice present in facility's food and/or non-food areas.
"P.S. 239, ROBERT E. PEARY SCHOOL",Queens,11385,03/01/2023,Evidence of mice or live mice in establishment's food or non-food areas.
"P.S. 243K-THE WEEKSVILLE SCHOOL, LAUNCH EXPEDITIONARY LEARNING CHARTER SCHOOL",Brooklyn,11213,09/20/2022,Evidence of mice or live mice present in facility's food and/or non-food areas.
"P.S. 244 RICHARD R. GREEN, BROOKLYN SCIENCE AND ENGINEERING ACADEMY",Brooklyn,11203,01/23/2023,Evidence of mice or live mice in establishment's food or non-food areas.
"P.S. 244 RICHARD R. GREEN, BROOKLYN SCIENCE AND ENGINEERING ACADEMY",Brooklyn,11203,01/23/2023,Evidence of mice or live mice in establishment's food or non-food areas.
P.S. 249 THE CATON,Brooklyn,11226,03/17/2023,Evidence of mice or live mice present in facility's food and/or non-food areas.
P.S. 249 THE CATON,Brooklyn,11226,03/17/2023,Evidence of mice or live mice in establishment's food or non-food areas.
P.S. 249 THE CATON,Brooklyn,11226,03/17/2023,Evidence of mice or live mice present in facility's food and/or non-food areas.
P.S. 251 PAERDEGAT,Brooklyn,11234,03/20/2023,Evidence of mice or live mice present in facility's food and/or non-food areas.
P.S. 253,Brooklyn,11235,12/05/2022,Evidence of mice or live mice in establishment's food or non-food areas.
P.S. 253,Brooklyn,11235,12/05/2022,Evidence of mice or live mice present in facility's food and/or non-food areas.
"P.S. 253, P.S. Q256",Queens,11691,03/06/2023,Evidence of mice or live mice in establishment's food or non-food areas.
"P.S. 261 PHILIP LIVINGSTON, P.S. K369  - COY L. COX SCHOOL",Brooklyn,11201,12/05/2022,Evidence of mice or live mice present in facility's food and/or non-food areas.
P.S. 262 EL HAJJ MALIK EL SHABAZZ ELEMENTARY SCHOOL,Brooklyn,11233,11/29/2022,Evidence of mice or live mice in establishment's food or non-food areas.
P.S. 272 CURTIS ESTABROOK,Brooklyn,11236,12/20/2022,Evidence of mice or live mice in establishment's food or non-food areas.
P.S. 272 CURTIS ESTABROOK,Brooklyn,11236,12/20/2022,Evidence of mice or live mice present in facility's food and/or non-food areas.
P.S. 274 KOSCIUSKO,Brooklyn,11221,12/21/2022,Evidence of mice or live mice in establishment's food or non-food areas.
P.S. 276 LOUIS MARSHALL,Brooklyn,11236,10/17/2022,Evidence of mice or live mice present in facility's food and/or non-food areas.
"P.S. 279 CAPTAIN MANUEL RIVERA, JR.",Bronx,10453,01/31/2023,Evidence of rats or live rats in establishment's food or non-food areas.
"P.S. 279 HERMAN SCHREIBER, LEADERSHIP PREP CANARSIE MIDDLE ACAD",Brooklyn,11236,01/12/2023,Evidence of mice or live mice in establishment's food or non-food areas.
P.S. 288 THE SHIRLEY TANYHILL,Brooklyn,11224,11/04/2022,Evidence of mice or live mice in establishment's food or non-food areas.
"P.S. 289 GEORGE V. BROWER, P396K @ PS 289K",Brooklyn,11213,03/08/2023,Evidence of mice or live mice in establishment's food or non-food areas.
"P.S. 289 GEORGE V. BROWER, P396K @ PS 289K",Brooklyn,11213,03/08/2023,Evidence of mice or live mice in establishment's food or non-food areas.
P.S. 290 JUAN MOREL CAMPOS,Brooklyn,11207,11/01/2022,Evidence of mice or live mice in establishment's food or non-food areas.
"P.S. 297 ABRAHAM STOCKTON, SUCCESS ACADEMY CHARTER-MYRTLE AVE MIDDLE",Brooklyn,11206,03/08/2023,Evidence of mice or live mice present in facility's food and/or non-food areas.
P.S. 299 THOMAS WARREN FIELD,Brooklyn,11221,01/12/2023,Evidence of mice or live mice present in facility's food and/or non-food areas.
"P.S. 306 ETHAN ALLEN, ACHIEVEMENT FIRST ASPIRE MIDDLE CHARTER SCHOOL",Brooklyn,11207,03/09/2023,Evidence of mice or live mice present in facility's food and/or non-food areas.
"P.S. 306 ETHAN ALLEN, ACHIEVEMENT FIRST ASPIRE MIDDLE CHARTER SCHOOL",Brooklyn,11207,03/09/2023,Evidence of mice or live mice present in facility's food and/or non-food areas.
P.S. 321 WILLIAM PENN,Brooklyn,11215,09/28/2022,Evidence of mice or live mice in establishment's food or non-food areas.
"P.S. 328 PHYLLIS WHEATLEY, HYDE LEADERSHIP CHARTER SCHOOL- BROOKLYN",Brooklyn,11207,02/27/2023,Evidence of mice or live mice in establishment's food or non-food areas.
P.S. 345 PATROLMAN ROBERT BOLDEN,Brooklyn,11208,01/09/2023,Evidence of mice or live mice in establishment's food or non-food areas.
P.S. 35 THE CLOVE VALLEY SCHOOL,Staten Island,10301,11/01/2022,Evidence of mice or live mice in establishment's food or non-food areas.
P.S. 36,Brooklyn,11207,11/18/2022,Evidence of mice or live mice present in facility's food and/or non-food areas.
P.S. 361 EAST FLATBUSH EARLY CHILDHOOD SCHOOL,Brooklyn,11210,01/30/2023,Evidence of mice or live mice present in facility's food and/or non-food areas.
P.S. 368,Brooklyn,11233,11/18/2022,Evidence of mice or live mice present in facility's food and/or non-food areas.
"P.S. 373 - BROOKLYN TRANSITION CENTER, GOTHAM PROFESSIONAL ARTS ACADEMY",Brooklyn,11238,02/09/2023,Evidence of mice or live mice in establishment's food or non-food areas.
P.S. 373 BROOKLYN TRANSITION CENTER,Brooklyn,11226,11/23/2022,Evidence of mice or live mice in establishment's food or non-food areas.
"P.S. 375 JACKIE ROBINSON SCHOOL, EBBETS FIELD MIDDLE SCHOOL, EXPLORE EXCEED CHARTER UPPER SCHOOL",Brooklyn,11225,03/16/2023,Evidence of mice or live mice present in facility's food and/or non-food areas.
"P.S. 375 JACKIE ROBINSON SCHOOL, EBBETS FIELD MIDDLE SCHOOL, EXPLORE EXCEED CHARTER UPPER SCHOOL",Brooklyn,11225,03/16/2023,Evidence of mice or live mice in establishment's food or non-food areas.
"P.S. 38 ROBERTO CLEMENTE, HARLEM PREP CHARTER MIDDLE SCHOOL",Manhattan,10029,11/18/2022,Evidence of mice or live mice in establishment's food or non-food areas.
"P.S. 38 ROBERTO CLEMENTE, HARLEM PREP CHARTER MIDDLE SCHOOL",Manhattan,10029,11/18/2022,Evidence of mice or live mice in establishment's food or non-food areas.
"P.S. 38 ROBERTO CLEMENTE, HARLEM PREP CHARTER MIDDLE SCHOOL",Manhattan,10029,11/18/2022,Evidence of mice or live mice present in facility's food and/or non-food areas.
"P.S. 380 JOHN WAYNE ELEMENTARY, P.S. K141",Brooklyn,11206,10/13/2022,Evidence of mice or live mice in establishment's food or non-food areas.
P.S. 39 FRANCIS J. MURPHY JR.,Staten Island,,12/13/2022,Evidence of mice or live mice present in facility's food and/or non-food areas.
P.S. 397 FOSTER-LAURIE,Brooklyn,11203,01/23/2023,Evidence of mice or live mice in establishment's food or non-food areas.
P.S. 399 STANLEY EUGENE CLARK,Brooklyn,11226,11/23/2022,Evidence of mice or live mice in establishment's food or non-food areas.
P.S. 399 STANLEY EUGENE CLARK,Brooklyn,11226,11/23/2022,Evidence of mice or live mice present in facility's food and/or non-food areas.
P.S. 40 BROOKLYN,Brooklyn,11233,02/10/2023,Evidence of mice or live mice in establishment's food or non-food areas.
P.S. 65 - THE RAYMOND YORK ELEMENTARY SCHOOL,Queens,11417,12/22/2022,Evidence of mice or live mice present in facility's food and/or non-food areas.
"P.S. 770 NEW AMERICAN ACADEMY, P.S. 398 WALTER WEAVER",Brooklyn,11212,03/10/2023,Evidence of mice or live mice in establishment's food or non-food areas.
"P.S. 770 NEW AMERICAN ACADEMY, P.S. 398 WALTER WEAVER",Brooklyn,11212,03/10/2023,Evidence of mice or live mice present in facility's food and/or non-food areas.
"P.S. 770 NEW AMERICAN ACADEMY, P.S. 398 WALTER WEAVER",Brooklyn,11212,03/10/2023,Evidence of mice or live mice in establishment's food or non-food areas.
"P.S. 89, I.S. 289",Manhattan,10282,01/03/2023,Evidence of mice or live mice in establishment's food or non-food areas.
P.S. 90 EDNA COHEN SCHOOL,Brooklyn,11224,11/01/2022,Evidence of mice or live mice in establishment's food or non-food areas.
"P.S. K004, P.S. 007 ABRAHAM LINCOLN",Brooklyn,11208,03/06/2023,Evidence of mice or live mice in establishment's food or non-food areas.
"P.S. K004, P.S. 109",Brooklyn,11203,01/24/2023,Evidence of mice or live mice in establishment's food or non-food areas.
"P.S. K053, J.H.S. 088 PETER ROUGET",Brooklyn,11215,09/28/2022,Evidence of mice or live mice in establishment's food or non-food areas.
"P.S. K053, J.H.S. 088 PETER ROUGET",Brooklyn,11215,09/28/2022,Evidence of mice or live mice present in facility's food and/or non-food areas.
"P.S. K225 - THE EILEEN E. ZAGLIN, P.S. K771",Brooklyn,11235,02/03/2023,Evidence of mice or live mice in establishment's food or non-food areas.
"P.S. K225 - THE EILEEN E. ZAGLIN, P.S. K771",Brooklyn,11235,02/03/2023,Evidence of mice or live mice in establishment's food or non-food areas.
"P.S. K753 SCHOOL FOR CAREER DEVELOPMENT, LYFE [BABIES], W. H. MAXWELL CAREER AND TECHNICAL EDUCATION",Brooklyn,11207,02/03/2023,Evidence of mice or live mice present in facility's food and/or non-food areas.
"P.S. Q177, MARTIN VAN BUREN HIGH SCHOOL, BUSINESS TECHNOLOGY EARLY COLLEGE HIGH SCHOOL (P-TECH)",Queens,11427,01/12/2023,Evidence of mice or live mice present in facility's food and/or non-food areas.
"P.S. Q177, MARTIN VAN BUREN HIGH SCHOOL, BUSINESS TECHNOLOGY EARLY COLLEGE HIGH SCHOOL (P-TECH)",Queens,11427,01/12/2023,Evidence of mice or live mice in establishment's food or non-food areas.
P.S. Q811,Queens,11412,10/24/2022,Evidence of mice or live mice in establishment's food or non-food areas.
P.S. X811,Bronx,10460,03/08/2023,Evidence of mice or live mice in establishment's food or non-food areas.
P.S./I.S. 104 THE FORT HAMILTON SCHOOL,Brooklyn,11209,01/10/2023,Evidence of mice or live mice in establishment's food or non-food areas.
P.S./I.S. 210 - TWENTY-FIRST CENTURY ACADEMY FOR COMMUNITY LEADERSHIP,Manhattan,10031,01/31/2023,Evidence of mice or live mice in establishment's food or non-food areas.
"P010X @ PS 240, MOUNT EDEN CHILDREN'S ACADEMY, COMPREHENSIVE MODEL SCHOOL PROJECT M.S. 327",Bronx,10452,02/06/2023,Evidence of mice or live mice in establishment's food or non-food areas.
P226M @ MANHATTAN SCHOOL,Manhattan,10011,03/06/2023,Evidence of mice or live mice in establishment's food or non-food areas.
"P226M @ STUYVESANT H.S., STUYVESANT HIGH SCHOOL",Manhattan,10282,02/10/2023,Evidence of mice or live mice present in facility's food and/or non-food areas.
"P226M @ STUYVESANT H.S., STUYVESANT HIGH SCHOOL",Manhattan,10282,02/10/2023,Evidence of mice or live mice in establishment's food or non-food areas.
"P226M @ STUYVESANT H.S., STUYVESANT HIGH SCHOOL",Manhattan,10282,02/10/2023,Evidence of mice or live mice present in facility's food and/or non-food areas.
"P226M @ STUYVESANT H.S., STUYVESANT HIGH SCHOOL",Manhattan,10282,02/10/2023,Evidence of mice or live mice in establishment's food or non-food areas.
"P277Q AT Q485, P2G AT GROVER CLEVELAND HS, GROVER CLEVELAND HIGH SCHOOL",Queens,11385,03/03/2023,Evidence of mice or live mice present in facility's food and/or non-food areas.
P2G AT GOOD SHEPHERD & ACE,Brooklyn,11207,11/17/2022,Evidence of mice or live mice in establishment's food or non-food areas.
P721K @ K231,Brooklyn,11232,10/14/2022,Evidence of mice or live mice present in facility's food and/or non-food areas.
"PACE HIGH SCHOOL, M.S. 131, EMMA LAZARUS HIGH SCHOOL",Manhattan,10002,01/20/2023,Evidence of mice or live mice in establishment's food or non-food areas.
PACKER COLLEGIATE INSTITUTE,Brooklyn,11201,03/15/2023,Evidence of mice or live mice present in facility's food and/or non-food areas.
PACKER COLLEGIATE INSTITUTE,Brooklyn,11201,03/15/2023,Evidence of mice or live mice present in facility's food and/or non-food areas.
PACKER COLLEGIATE INSTITUTE,Brooklyn,11201,03/15/2023,Evidence of mice or live mice in establishment's food or non-food areas.
"PAN AMERICAN INTERNATIONAL HIGH SCHOOL AT MONROE, LEARNING TO WORK YABC AT MONROE ACADEMY, THE METRO",Bronx,10472,03/09/2023,Evidence of mice or live mice in establishment's food or non-food areas.
"PATHWAYS IN TECHNOLOGY EARLY COLLEGE HIGH SCHOOL (P-TECH), LYFE [BABIES], ACADEMY FOR HEALTH CAREERS",Brooklyn,11213,09/29/2022,Evidence of mice or live mice present in facility's food and/or non-food areas.
POLY PREP COUNTRY DAY SCHOOL,Brooklyn,11228,02/02/2023,Evidence of mice or live mice in establishment's food or non-food areas.
"PRE-K CENTER @ 500 19TH ST. BROOKLYN, M.S. 442 CARROLL GARDENS SCHOOL FOR INNOVATION",Brooklyn,11215,11/16/2022,Evidence of mice or live mice in establishment's food or non-food areas.
PRE-K CENTER AT 143 STREET - QUEENS,Queens,11357,10/26/2022,Evidence of mice or live mice present in facility's food and/or non-food areas.
"PRE-K CENTER AT 19 DOCK STREET CAMPUS, DOCK STREET SCHOOL FOR STEAM STUDIES",Brooklyn,11201,11/21/2022,Evidence of mice or live mice in establishment's food or non-food areas.
"PROFESSOR JUAN BOSCH PUBLIC SCHOOL, PROFESSOR JUAN BOSCH PUBLIC SCHOOL",Manhattan,10040,10/28/2022,Evidence of mice or live mice in establishment's food or non-food areas.
PS 048 WILLIAM C. WILCOX,Staten Island,10304,03/22/2023,Evidence of mice or live mice in establishment's food or non-food areas.
"PS 503: THE SCHOOL OF DISCOVERY, P.S. 506: THE SCHOOL OF JOURNALISM & TECHNOLOGY",Brooklyn,11220,03/08/2023,Evidence of mice or live mice in establishment's food or non-food areas.
QUEENS HIGH SCHOOL FOR THE SCIENCES AT YORK COLLEGE,Queens,11433,11/09/2022,Evidence of mice or live mice in establishment's food or non-food areas.
"QUEENS PREPARATORY ACADEMY, EXCELSIOR PREPARATORY HIGH SCHOOL, GEORGE WASHINGTON CARVER HIGH SCHOOL",Queens,11413,10/18/2022,Evidence of mice or live mice present in facility's food and/or non-food areas.
RABBI ARTHUR SCHNEIER PARK EAST DAY SCHOOL,Manhattan,10065,02/09/2023,Evidence of mice or live mice present in facility's food and/or non-food areas.
RABBI ARTHUR SCHNEIER PARK EAST DAY SCHOOL,Manhattan,10065,02/09/2023,Evidence of mice or live mice in establishment's food or non-food areas.
RABBI SOL KLUGER SCHOOL,Brooklyn,11204,01/24/2023,Evidence of mice or live mice present in facility's food and/or non-food areas.
RABBI SOL KLUGER SCHOOL,Brooklyn,11204,01/24/2023,Evidence of mice or live mice in establishment's food or non-food areas.
RABBI SOL KLUGER SCHOOL,Brooklyn,11204,01/24/2023,Evidence of mice or live mice in establishment's food or non-food areas.
RAMAZ UPPER SCHOOL,Manhattan,10075,11/18/2022,Evidence of mice or live mice present in facility's food and/or non-food areas.
RED RABBIT LLC,Queens,11106,10/04/2022,Evidence of rats or live rats in establishment's food or non-food areas.
RED RABBIT LLC,Queens,11106,10/04/2022,Evidence of mice or live mice in establishment's food or non-food areas.
RED RABBIT LLC/GLOBAL COMMUNITY CHARTER SCHOOL,Manhattan,10037,11/18/2022,Evidence of mice or live mice present in facility's food and/or non-food areas.
RED STORM CAFE,Queens,11105,02/17/2023,Evidence of mice or live mice in establishment's food or non-food areas.
RENAISSANCE CHARTER SCHOOL,Queens,11372,12/07/2022,Evidence of mice or live mice present in facility's food and/or non-food areas.
RENAISSANCE CHARTER SCHOOL,Queens,11372,12/07/2022,Evidence of mice or live mice present in facility's food and/or non-food areas.
RENAISSANCE CHARTER SCHOOL,Queens,11372,12/07/2022,Evidence of mice or live mice present in facility's food and/or non-food areas.
"RIVER EAST ELEMENTARY, HARLEM VILLAGE ACADEMY LEADERSHIP CHARTER SCHOOL, HARLEM VILLAGE ACAD. LEADER",Manhattan,10035,02/01/2023,Evidence of mice or live mice in establishment's food or non-food areas.
"RIVERDALE AVENUE COMMUNITY SCHOOL, RIVERDALE AVENUE MIDDLE SCHOOL",Brooklyn,11212,10/07/2022,Evidence of mice or live mice in establishment's food or non-food areas.
"ROBERT F. WAGNER, JR. SECONDARY SCHOOL FOR ARTS AND TECHNOLOGY",Queens,11101,09/13/2022,Evidence of mice or live mice present in facility's food and/or non-food areas.
ROCHDALE EARLY ADVANTAGE CHARTER SCHOOL,Queens,11433,10/24/2022,Evidence of mice or live mice in establishment's food or non-food areas.
SACRED HEART OF JESUS SCHOOL,Manhattan,10019,01/26/2023,Evidence of mice or live mice in establishment's food or non-food areas.
SACRED HEART OF JESUS SCHOOL,Manhattan,10019,01/26/2023,Evidence of mice or live mice present in facility's food and/or non-food areas.
SACRED HEART OF JESUS SCHOOL,Manhattan,10019,01/26/2023,Evidence of mice or live mice in establishment's food or non-food areas.
SAGE @ THE BUCKLEY SCHOOL,Manhattan,10021,01/24/2023,Evidence of mice or live mice in establishment's food or non-food areas.
SAINT BRIGID CATHOLIC ACADEMY,Brooklyn,11237,02/14/2023,Evidence of mice or live mice in establishment's food or non-food areas.
SAINT DEMETRIOS SCHOOL ANNEX,Queens,11105,02/06/2023,Evidence of mice or live mice in establishment's food or non-food areas.
SAINT MARK'S DAY SCHOOL,Brooklyn,11213,02/14/2023,Evidence of mice or live mice present in facility's food and/or non-food areas.
SANTA MARIA SCHOOL-XARJ,Bronx,10462,02/22/2023,Evidence of mice or live mice in establishment's food or non-food areas.
"SCHOOL FOR GLOBAL LEADERS, RESTART ACADEMY@  LOWER EAST SIDE PREPARATORY, LOWER EAST SIDE PREPARATOR",Manhattan,10002,02/03/2023,Evidence of mice or live mice in establishment's food or non-food areas.
"SCHOOL OF SCIENCE & TECHNOLOGY, P.S. K315",Brooklyn,11210,03/09/2023,Evidence of mice or live mice present in facility's food and/or non-food areas.
"SCHOOL OF SCIENCE & TECHNOLOGY, P.S. K315",Brooklyn,11210,03/09/2023,Evidence of mice or live mice in establishment's food or non-food areas.
SHA'AREI ZIONOHEL BRACHA SCHOOL,Queens,11375,03/03/2023,Evidence of mice or live mice in establishment's food or non-food areas.
SHA'AREI ZIONOHEL BRACHA SCHOOL,Queens,11375,03/03/2023,Evidence of mice or live mice present in facility's food and/or non-food areas.
SHA'AREI ZIONOHEL BRACHA SCHOOL,Queens,11375,03/03/2023,Evidence of mice or live mice in establishment's food or non-food areas.
SHAAR HATORAH HS,Queens,11418,01/11/2023,Evidence of mice or live mice present in facility's food and/or non-food areas.
SHAAR HATORAH HS,Queens,11418,01/11/2023,Evidence of mice or live mice in establishment's food or non-food areas.
SHAAR HATORAH HS,Queens,11418,01/11/2023,Evidence of mice or live mice present in facility's food and/or non-food areas.
SHALSHELES BAIS YAKOV,Brooklyn,11218,02/13/2023,Evidence of mice or live mice in establishment's food or non-food areas.
SHALSHELES BAIS YAKOV,Brooklyn,11218,02/13/2023,Evidence of mice or live mice present in facility's food and/or non-food areas.
SHIELD INSTITUTE,Queens,11354,11/07/2022,Evidence of mice or live mice in establishment's food or non-food areas.
SHULAMITH SCHOOL FOR GIRLS OF BROOKLYN,Brooklyn,11235,12/28/2022,Evidence of mice or live mice present in facility's food and/or non-food areas.
SINAI ACADEMY YESHIVA H.S,Brooklyn,11214,02/14/2023,Evidence of mice or live mice in establishment's food or non-food areas.
SOUTH BRONX EARLY COLLEGE ACADEMY CHARTER SCHOOL,Bronx,10455,02/10/2023,Evidence of mice or live mice present in facility's food and/or non-food areas.
SOUTH BROOKLYN ACADEMY,Brooklyn,11203,02/01/2023,Evidence of mice or live mice in establishment's food or non-food areas.
SOUTH BROOKLYN ACADEMY,Brooklyn,11203,02/01/2023,Evidence of mice or live mice in establishment's food or non-food areas.
SOUTH BROOKLYN ACADEMY,Brooklyn,11203,02/01/2023,Evidence of mice or live mice present in facility's food and/or non-food areas.
SOUTH BROOKLYN ACADEMY,Brooklyn,11203,02/01/2023,Evidence of mice or live mice present in facility's food and/or non-food areas.
ST. ANN'S SCHOOL,Brooklyn,11201,03/20/2023,Evidence of mice or live mice in establishment's food or non-food areas.
ST. CHRISTOPHER OTTILIE SCHOOL,Queens,11435,02/08/2023,Evidence of mice or live mice in establishment's food or non-food areas.
ST. CLARE SCHOOL,Bronx,10461,12/20/2022,Evidence of mice or live mice present in facility's food and/or non-food areas.
ST. CLARE SCHOOL,Bronx,10461,12/20/2022,Evidence of mice or live mice in establishment's food or non-food areas.
ST. ELIZABETH CATHOLIC ACADEMY ANNEX,Queens,11416,11/16/2022,Evidence of mice or live mice present in facility's food and/or non-food areas.
ST. ELIZABETH CATHOLIC ACADEMY ANNEX,Queens,11416,11/16/2022,Evidence of mice or live mice in establishment's food or non-food areas.
ST. FRANCIS DE SALES SCHOOL FOR THE DEAF,Brooklyn,11225,12/02/2022,Evidence of mice or live mice present in facility's food and/or non-food areas.
ST. JOHN'S LUTHERAN SCHOOL,Staten Island,10314,01/10/2023,Evidence of mice or live mice in establishment's food or non-food areas.
ST. JOSEPH BY THE SEA HIGH SCHOOL,Staten Island,10312,11/21/2022,Evidence of mice or live mice in establishment's food or non-food areas.
ST. PAUL SCHOOL,Manhattan,10035,12/13/2022,Evidence of mice or live mice in establishment's food or non-food areas.
ST. PETER CATHOLIC ACADEMY,Brooklyn,11214,01/03/2023,Evidence of mice or live mice in establishment's food or non-food areas.
ST. VINCENT FERRER HIGH SCHOOL,Manhattan,10065,10/25/2022,Evidence of mice or live mice present in facility's food and/or non-food areas.
"SUCCESS ACADEMY CHARTER SCHOOL-HARLEM 6, SUCCESS ACADEMY CHARTER SCHOOL-HARLEM 6",Manhattan,10027,02/08/2023,Evidence of rats or live rats in establishment's food or non-food areas.
SUCCESS ACADEMY OZONE PARK MIDDLE CHARTER SCHOOL,Queens,11420,03/21/2023,Evidence of mice or live mice in establishment's food or non-food areas.
